"Date","Open","High","Low","Close","Adj Close","Volume"
"Oct 25, 2021",35692.62,35787.04,35629.37,35735.58,35735.58,192083389
"Oct 01, 2021",33930.7,35765.02,33785.54,35677.02,35677.02,5029540000
"Sep 01, 2021",35387.55,35475.4,33613.03,33843.92,33843.92,6603470000
"Aug 01, 2021",34968.56,35631.19,34690.25,35360.73,35360.73,5625700000
"Jul 01, 2021",34507.32,35171.52,33741.76,34935.47,34935.47,6646570000
"Jun 01, 2021",34584.19,34849.32,33271.93,34502.51,34502.51,6739760000
"May 01, 2021",33904.89,35091.56,33473.8,34529.45,34529.45,6543360000
"Apr 01, 2021",33054.58,34256.75,32985.35,33874.85,33874.85,6810740000
"Mar 01, 2021",31065.9,33259,30547.53,32981.55,32981.55,9687630000
"Feb 01, 2021",30054.73,32009.64,30014.97,30932.37,30932.37,6713920000
"Jan 01, 2021",30627.47,31272.22,29856.3,29982.62,29982.62,8168770000
"Dec 01, 2020",29797.5,30637.47,29599.29,30606.48,30606.48,8098310000
"Nov 01, 2020",26691.28,30116.51,26691.28,29638.64,29638.64,7872380000
"Oct 01, 2020",27940.63,28957.9,26143.77,26501.6,26501.6,8439930000
"Sep 01, 2020",28439.61,29199.35,26537.01,27781.7,27781.7,9973920000
"Aug 01, 2020",26542.32,28733.35,26534.38,28430.05,28430.05,7452360000
"Jul 01, 2020",25879.38,27071.33,25523.51,26428.32,26428.32,8210370000
"Jun 01, 2020",25342.99,27580.21,24843.18,25812.88,25812.88,9710480000
"May 01, 2020",24120.78,25758.79,22789.62,25383.11,25383.11,7940630000
"Apr 01, 2020",21227.38,24764.77,20735.02,24345.72,24345.72,9805160000
"Mar 01, 2020",25590.51,27102.34,18213.65,21917.16,21917.16,15521140000
"Feb 01, 2020",28319.65,29568.57,24681.01,25409.36,25409.36,6991990000
"Jan 01, 2020",28638.97,29373.62,28169.53,28256.03,28256.03,6170770000
"Dec 01, 2019",28109.74,28701.66,27325.13,28538.44,28538.44,5086880000
"Nov 01, 2019",27142.95,28174.97,27142.95,28051.41,28051.41,4925180000
"Oct 01, 2019",26962.54,27204.36,25743.46,27046.23,27046.23,5660960000
"Sep 01, 2019",26198.26,27306.73,25978.22,26916.83,26916.83,5045520000
"Aug 01, 2019",26879.86,27175.59,25339.6,26403.28,26403.28,6196080000
"Jul 01, 2019",26805.86,27398.68,26616.21,26864.27,26864.27,5207470000
"Jun 01, 2019",24830.16,26907.37,24680.57,26599.96,26599.96,5544390000
"May 01, 2019",26639.06,26689.39,24809.51,24815.04,24815.04,6358230000
"Apr 01, 2019",26075.1,26695.96,26062.59,26592.91,26592.91,5854600000
"Mar 01, 2019",26019.67,26155.98,25208,25928.68,25928.68,6637700000
"Feb 01, 2019",25025.31,26241.42,24883.04,25916,25916,5434540000
"Jan 01, 2019",23058.61,25109.62,22638.41,24999.67,24999.67,7189200000
"Dec 01, 2018",25779.57,25980.21,21712.53,23327.46,23327.46,8101540000
"Nov 01, 2018",25142.08,26277.82,24268.74,25538.46,25538.46,7226940000
"Oct 01, 2018",26598.36,26951.81,24122.23,25115.76,25115.76,8373350000
"Sep 01, 2018",25916.07,26769.16,25754.32,26458.31,26458.31,5262500000
"Aug 01, 2018",25461.63,26167.94,24965.77,25964.82,25964.82,5635410000
"Jul 01, 2018",24161.53,25587.24,24077.56,25415.19,25415.19,5408500000
"Jun 01, 2018",24542.09,25402.83,23997.21,24271.41,24271.41,7411110000
"May 01, 2018",24117.29,25086.49,23531.31,24415.84,24415.84,7278020000
"Apr 01, 2018",24076.6,24858.97,23344.52,24163.15,24163.15,8064550000
"Mar 01, 2018",25024.04,25449.15,23509.06,24103.11,24103.11,8873040000
"Feb 01, 2018",26083.04,26306.7,23360.29,25029.2,25029.2,9450250000
"Jan 01, 2018",24809.35,26616.71,24741.7,26149.39,26149.39,9116920000
"Dec 01, 2017",24305.4,24876.07,23921.9,24719.22,24719.22,6589890000
"Nov 01, 2017",23442.9,24327.82,23242.75,24272.35,24272.35,7335640000
"Oct 01, 2017",22423.47,23485.25,22416,23377.24,23377.24,7302910000
"Sep 01, 2017",21981.77,22419.51,21709.63,22405.09,22405.09,6342130000
"Aug 01, 2017",21961.42,22179.11,21600.34,21948.1,21948.1,6150060000
"Jul 01, 2017",21392.3,21929.8,21279.3,21891.12,21891.12,5569720000
"Jun 01, 2017",21030.55,21535.03,20994.22,21349.63,21349.63,7214590000
"May 01, 2017",20962.73,21112.32,20553.45,21008.65,21008.65,6613570000
"Apr 01, 2017",20665.17,21070.9,20379.55,20940.51,20940.51,5392630000
"Mar 01, 2017",20957.29,21169.11,20412.8,20663.22,20663.22,6941970000
"Feb 01, 2017",19923.81,20851.33,19831.09,20812.24,20812.24,6185580000
"Jan 01, 2017",19872.86,20125.58,19677.94,19864.09,19864.09,6482900000
"Dec 01, 2016",19149.2,19987.63,19138.79,19762.6,19762.6,5952470000
"Nov 01, 2016",18158.24,19225.29,17883.56,19123.58,19123.58,2107770000
"Oct 01, 2016",18279.6,18399.96,17959.95,18142.42,18142.42,1793690000
"Sep 01, 2016",18396.57,18551.54,17992.21,18308.15,18308.15,2101120000
"Aug 01, 2016",18434.5,18722.61,18247.79,18400.88,18400.88,1695750000
"Jul 01, 2016",17924.24,18622.01,17713.45,18432.24,18432.24,1816520000
"Jun 01, 2016",17754.55,18016,17063.08,17929.99,17929.99,2350020000
"May 01, 2016",17783.78,17934.61,17331.07,17787.2,17787.2,1879010000
"Apr 01, 2016",17661.74,18167.63,17484.23,17773.64,17773.64,2096650000
"Mar 01, 2016",16545.67,17790.11,16545.67,17685.09,17685.09,2407750000
"Feb 01, 2016",16453.63,16795.98,15503.01,16516.5,16516.5,2491810000
"Jan 01, 2016",17405.48,17405.48,15450.56,16466.3,16466.3,2844080000
"Dec 01, 2015",17719.72,17901.58,17116.73,17425.03,17425.03,2521440000
"Nov 01, 2015",17672.62,17977.85,17210.43,17719.92,17719.92,2334610000
"Oct 01, 2015",16278.62,17799.96,16013.66,17663.54,17663.54,2605470000
"Sep 01, 2015",16528.03,16933.43,15942.37,16284.7,16284.7,2724080000
"Aug 01, 2015",17696.74,17704.76,15370.33,16528.03,16528.03,2726340000
"Jul 01, 2015",17638.12,18137.12,17399.17,17689.86,17689.86,2034220000
"Jun 01, 2015",18017.82,18188.81,17576.5,17619.51,17619.51,2219240000
"May 01, 2015",17859.27,18351.36,17733.12,18010.68,18010.68,1832450000
"Apr 01, 2015",17778.52,18175.56,17585.01,17840.52,17840.52,2174880000
"Mar 01, 2015",18134.05,18288.63,17579.27,17776.12,17776.12,2470480000
"Feb 01, 2015",17169.99,18244.38,17037.76,18132.7,18132.7,1751250000
"Jan 01, 2015",17823.07,17951.78,17136.3,17164.95,17164.95,2173260000
"Dec 01, 2014",17827.27,18103.45,17067.59,17823.07,17823.07,2216900000
"Nov 01, 2014",17390.9,17894.83,17278.36,17828.24,17828.24,1516490000
"Oct 01, 2014",17040.46,17395.54,15855.12,17390.52,17390.52,2903240000
"Sep 01, 2014",17097.42,17350.64,16934.43,17042.9,17042.9,1870550000
"Aug 01, 2014",16561.7,17153.8,16333.78,17098.45,17098.45,1482600000
"Jul 01, 2014",16828.53,17151.56,16563.3,16563.3,16563.3,1690880000
"Jun 01, 2014",16716.85,16978.02,16673.65,16826.6,16826.6,1755480000
"May 01, 2014",16580.26,16735.51,16341.3,16717.17,16717.17,1643160000
"Apr 01, 2014",16458.05,16631.63,16015.32,16580.84,16580.84,1986960000
"Mar 01, 2014",16321.71,16505.7,16046.99,16457.66,16457.66,2095940000
"Feb 01, 2014",15697.69,16398.95,15340.69,16321.71,16321.71,2067820000
"Jan 01, 2014",16572.17,16573.07,15617.55,15698.85,15698.85,2177040000
"Dec 01, 2013",16087.12,16588.25,15703.79,16576.66,16576.66,2057160000
"Nov 01, 2013",15558.01,16174.51,15522.18,16086.41,16086.41,1820260000
"Oct 01, 2013",15132.49,15721,14719.43,15545.75,15545.75,2206620000
"Sep 01, 2013",14801.55,15709.58,14777.48,15129.67,15129.67,2371540000
"Aug 01, 2013",15503.85,15658.43,14760.41,14810.31,14810.31,2327660000
"Jul 01, 2013",14911.6,15634.32,14858.93,15499.54,15499.54,2623130000
"Jun 01, 2013",15123.55,15340.09,14551.27,14909.6,14909.6,2929040000
"May 01, 2013",14839.8,15542.4,14687.05,15115.57,15115.57,2771510000
"Apr 01, 2013",14578.54,14887.51,14434.43,14839.8,14839.8,2920230000
"Mar 01, 2013",14054.49,14585.1,13937.6,14578.54,14578.54,2546320000
"Feb 01, 2013",13860.58,14149.15,13784.01,14054.49,14054.49,2487580000
"Jan 01, 2013",13104.3,13969.99,13104.3,13860.58,13860.58,2786680000
"Dec 01, 2012",13027.73,13365.86,12883.89,13104.14,13104.14,2666750000
"Nov 01, 2012",13099.19,13290.75,12471.49,13025.58,13025.58,2683930000
"Oct 01, 2012",13437.66,13661.87,13017.37,13096.46,13096.46,2472600000
"Sep 01, 2012",13092.15,13653.24,12977.09,13437.13,13437.13,2701270000
"Aug 01, 2012",13007.47,13330.76,12778.9,13090.84,13090.84,2267280000
"Jul 01, 2012",12879.71,13128.64,12492.25,13008.68,13008.68,2578110000
"Jun 01, 2012",12391.56,12898.94,12035.09,12880.09,12880.09,2923670000
"May 01, 2012",13214.16,13338.66,12311.56,12393.45,12393.45,3050000000
"Apr 01, 2012",13211.36,13297.11,12710.56,13213.63,13213.63,2574900000
"Mar 01, 2012",12952.29,13289.08,12734.86,13212.04,13212.04,3203390000
"Feb 01, 2012",12632.76,13055.75,12632.76,12952.07,12952.07,2712170000
"Jan 01, 2012",12221.19,12841.95,12221.19,12632.91,12632.91,2981080000
"Dec 01, 2011",12046.21,12328.47,11735.19,12217.56,12217.56,3071480000
"Nov 01, 2011",11951.53,12187.51,11231.43,12045.68,12045.68,3263110000
"Oct 01, 2011",10912.1,12284.31,10404.49,11955.01,11955.01,3907730000
"Sep 01, 2011",11613.3,11716.84,10597.14,10913.38,10913.38,4396520000
"Aug 01, 2011",12144.22,12282.42,10604.07,11613.53,11613.53,6203230000
"Jul 01, 2011",12414.34,12753.89,12083.45,12143.24,12143.24,3092480000
"Jun 01, 2011",12569.41,12569.49,11862.53,12414.34,12414.34,3876460000
"May 01, 2011",12810.16,12876,12309.52,12569.79,12569.79,3578020000
"Apr 01, 2011",12321.02,12832.83,12093.89,12810.54,12810.54,3321090000
"Mar 01, 2011",12226.49,12383.46,11555.48,12319.73,12319.73,3851830000
"Feb 01, 2011",11892.5,12391.29,11892.5,12226.34,12226.34,3220480000
"Jan 01, 2011",11577.43,12020.52,11573.87,11891.93,11891.93,3681720000
"Dec 01, 2010",11007.23,11625,11007.23,11577.51,11577.51,3252900000
"Nov 01, 2010",11120.3,11451.53,10929.28,11006.02,11006.02,3808130000
"Oct 01, 2010",10789.72,11247.6,10711.12,11118.49,11118.49,3787250000
"Sep 01, 2010",10016.01,10948.88,10016.01,10788.05,10788.05,3764970000
"Aug 01, 2010",10468.82,10719.94,9936.62,10014.72,10014.72,4117550000
"Jul 01, 2010",9773.27,10584.99,9614.32,10465.94,10465.94,4243320000
"Jun 01, 2010",10133.94,10594.16,9753.84,9774.02,9774.02,4941680000
"May 01, 2010",11009.6,11177.67,9774.48,10136.63,10136.63,5605690000
"Apr 01, 2010",10857.31,11258.01,10844.09,11008.61,11008.61,4237550000
"Mar 01, 2010",10326.1,10955.48,10326.1,10856.63,10856.63,4388530000
"Feb 01, 2010",10068.99,10438.55,9835.09,10325.26,10325.26,4279660000
"Jan 01, 2010",10430.69,10729.89,10043.75,10067.33,10067.33,4424700000
"Dec 01, 2009",10343.82,10580.33,10235.63,10428.05,10428.05,4174040000
"Nov 01, 2009",9712.13,10495.61,9678.95,10344.84,10344.84,3813550000
"Oct 01, 2009",9711.6,10119.47,9430.08,9712.73,9712.73,5151150000
"Sep 01, 2009",9492.32,9917.99,9252.93,9712.28,9712.28,4478480000
"Aug 01, 2009",9173.65,9630.2,9116.52,9496.28,9496.28,4042210000
"Jul 01, 2009",8447.53,9246.43,8087.19,9171.61,9171.61,4902340000
"Jun 01, 2009",8501.53,8877.93,8259.43,8447,8447,5524080000
"May 01, 2009",8167.41,8591.93,8099.31,8500.33,8500.33,6734390000
"Apr 01, 2009",7606.13,8307.51,7483.87,8168.12,8168.12,7795900000
"Mar 01, 2009",7056.48,7931.33,6469.95,7608.92,7608.92,10561060000
"Feb 01, 2009",8000.62,8315.07,7033.62,7062.93,7062.93,7134360000
"Jan 01, 2009",8772.25,9088.06,7909.03,8000.86,8000.86,6261980000
"Dec 01, 2008",8826.89,9026.41,8118.5,8776.39,8776.39,5701870000
"Nov 01, 2008",9326.04,9653.95,7449.38,8829.04,8829.04,6262880000
"Oct 01, 2008",10847.4,10882.52,7882.51,9325.01,9325.01,8311580000
"Sep 01, 2008",11545.63,11790.17,10365.45,10850.66,10850.66,6302330000
"Aug 01, 2008",11379.89,11867.11,11221.53,11543.96,11543.96,3578210000
"Jul 01, 2008",11344.64,11698.17,10827.71,11378.02,11378.02,5551580000
"Jun 01, 2008",12637.67,12638.08,11287.56,11350.01,11350.01,5309950000
"May 01, 2008",12818.34,13136.69,12442.59,12638.32,12638.32,4530790000
"Apr 01, 2008",12266.64,13010,12266.47,12820.13,12820.13,5050840000
"Mar 01, 2008",12264.36,12622.07,11731.6,12262.89,12262.89,6229020000
"Feb 01, 2008",12638.17,12767.74,12069.47,12266.39,12266.39,5720360000
"Jan 01, 2008",13261.82,13279.54,11634.82,12650.36,12650.36,7459830000
"Dec 01, 2007",13368.22,13780.11,13092,13264.82,13264.82,4310320000
"Nov 01, 2007",13924.16,13924.16,12724.09,13371.72,13371.72,5980230000
"Oct 01, 2007",13895.71,14198.1,13407.49,13930.01,13930.01,5010920000
"Sep 01, 2007",13358.39,13924.81,13021.93,13895.63,13895.63,4328370000
"Aug 01, 2007",13211.09,13695.82,12517.94,13357.74,13357.74,6199120000
"Jul 01, 2007",13409.6,14021.95,13199.79,13211.99,13211.99,5512040000
"Jun 01, 2007",13628.69,13692,13251.53,13408.62,13408.62,5227620000
"May 01, 2007",13062.75,13673.07,13041.3,13627.64,13627.64,5039850000
"Apr 01, 2007",12354.52,13162.06,12324.28,13062.91,13062.91,4819810000
"Mar 01, 2007",12268.63,12511.05,11939.61,12354.35,12354.35,5633180000
"Feb 01, 2007",12617.2,12795.93,12086.06,12268.63,12268.63,4347420000
"Jan 01, 2007",12459.54,12657.02,12337.37,12621.69,12621.69,5075440000
"Dec 01, 2006",12220.97,12529.88,12089.98,12463.15,12463.15,4381310000
"Nov 01, 2006",12080.25,12361,11965.31,12221.93,12221.93,4722850000
"Oct 01, 2006",11678.99,12167.02,11653.06,12080.73,12080.73,5665820000
"Sep 01, 2006",11382.75,11741.99,11323.84,11679.07,11679.07,4494890000
"Aug 01, 2006",11184.8,11407.08,11042.64,11381.15,11381.15,4668650000
"Jul 01, 2006",11149.34,11257.08,10683.32,11185.68,11185.68,5548680000
"Jun 01, 2006",11169.03,11285.82,10698.85,11150.22,11150.22,6959660000
"May 01, 2006",11367.78,11670.19,11030.47,11168.31,11168.31,7360590000
"Apr 01, 2006",11113,11417.66,11039.12,11367.14,11367.14,5584020000
"Mar 01, 2006",10993.25,11334.96,10922.73,11109.32,11109.32,6680180000
"Feb 01, 2006",10862.14,11159.18,10737.67,10993.41,10993.41,5759090000
"Jan 01, 2006",10718.3,11047.76,10661.15,10864.86,10864.86,6552210000
"Dec 01, 2005",10806.03,10940.34,10709.42,10717.5,10717.5,5223910000
"Nov 01, 2005",10440.07,10959.79,10388.76,10805.87,10805.87,5385780000
"Oct 01, 2005",10569.5,10608.56,10156.46,10440.07,10440.07,5829060000
"Sep 01, 2005",10481.44,10701.81,10350.96,10568.7,10568.7,5229310000
"Aug 01, 2005",10641.78,10719.41,10349.37,10481.6,10481.6,5082400000
"Jul 01, 2005",10273.59,10717.73,10175.4,10640.91,10640.91,4821200000
"Jun 01, 2005",10462.86,10656.29,10253.49,10274.97,10274.97,5026730000
"May 01, 2005",10192,10560.81,10075.55,10467.48,10467.48,4843000000
"Apr 01, 2005",10504.57,10568.93,10000.46,10192.51,10192.51,5852240000
"Mar 01, 2005",10769.04,10984.46,10396.24,10503.76,10503.76,5820160000
"Feb 01, 2005",10489.72,10853.43,10489.64,10766.23,10766.23,5038600000
"Jan 01, 2005",10783.75,10867.39,10368.61,10489.94,10489.94,5424930000
"Dec 01, 2004",10425.8,10868.07,10418.63,10783.01,10783.01,5744730000
"Nov 01, 2004",10028.73,10602.85,10010.15,10428.02,10428.02,5666600000
"Oct 01, 2004",10082.04,10270.37,9708.4,10027.47,10027.47,5292920000
"Sep 01, 2004",10170.12,10363.36,9977.92,10080.27,10080.27,4638370000
"Aug 01, 2004",10138.45,10211.25,9783.91,10173.92,10173.92,3756550000
"Jul 01, 2004",10434,10448.09,9913.92,10139.71,10139.71,4452180000
"Jun 01, 2004",10187.18,10498.67,10134.86,10435.48,10435.48,4111110000
"May 01, 2004",10227.27,10386.32,9852.19,10188.45,10188.45,4016800000
"Apr 01, 2004",10357.52,10570.81,10219.18,10225.57,10225.57,4530000000
"Mar 01, 2004",10582.25,10695.55,10007.49,10357.7,10357.7,5009640000
"Feb 01, 2004",10487.78,10753.63,10434.67,10583.92,10583.92,3894640000
"Jan 01, 2004",10452.74,10705.18,10367.41,10488.07,10488.07,4380510000
"Dec 01, 2003",9785.35,10462.44,9785.35,10453.92,10453.92,4246080000
"Nov 01, 2003",9802.46,9903.57,9585.5,9782.46,9782.46,3548520000
"Oct 01, 2003",9276.8,9850.01,9276.8,9801.12,9801.12,4840970000
"Sep 01, 2003",9416.67,9686.08,9230.47,9275.06,9275.06,4385460000
"Aug 01, 2003",9232.68,9499.97,8997.11,9415.82,9415.82,3853760000
"Jul 01, 2003",8983.66,9361.4,8871.2,9233.8,9233.8,4911390000
"Jun 01, 2003",8851.45,9352.77,8851.45,8985.44,8985.44,4987850000
"May 01, 2003",8478.48,8868.33,8340.23,8850.26,8850.26,4686280000
"Apr 01, 2003",7992.83,8559.77,7979.69,8480.09,8480.09,5128590000
"Mar 01, 2003",7890.24,8522.18,7416.64,7992.13,7992.13,5616290000
"Feb 01, 2003",8053.74,8152.53,7628.99,7891.08,7891.08,4418320000
"Jan 01, 2003",8342.38,8869.29,7917.16,8053.81,8053.81,5426600000
"Dec 01, 2002",8902.95,9043.37,8242.91,8341.63,8341.63,4607200000
"Nov 01, 2002",8395.64,8950.33,8298.68,8896.09,8896.09,5410370000
"Oct 01, 2002",7593.04,8558.63,7197.49,8397.03,8397.03,7498850000
"Sep 01, 2002",8659.27,8726.9,7460.78,7591.93,7591.93,5601800000
"Aug 01, 2002",8732.58,9077.01,8030.82,8663.5,8663.5,5591350000
"Jul 01, 2002",9239.25,9410.38,7532.66,8736.59,8736.59,7714600000
"Jun 01, 2002",9923.94,9986.49,8926.57,9243.26,9243.26,5783720000
"May 01, 2002",9944.9,10353.43,9802.23,9925.25,9925.25,4800810000
"Apr 01, 2002",10402.07,10402.07,9811.57,9946.22,9946.22,5111860000
"Mar 01, 2002",10111.04,10673.1,10111.04,10403.94,10403.94,4589750000
"Feb 01, 2002",9923.04,10255.24,9580.32,10106.13,10106.13,4651890000
"Jan 01, 2002",10021.71,10300.15,9529.46,9920,9920,4955760000
"Dec 01, 2001",9848.93,10184.45,9703.9,10021.57,10021.57,4302710000
"Nov 01, 2001",9087.45,9992.79,9014.46,9851.56,9851.56,4722560000
"Oct 01, 2001",8845.97,9598.17,8732.14,9075.14,9075.14,5722030000
"Sep 01, 2001",9946.98,10182.38,8062.34,8847.56,8847.56,5555020000
"Aug 01, 2001",10527.38,10609.65,9869.14,9949.75,9949.75,4083400000
"Jul 01, 2001",10504.95,10679.12,10120.89,10522.81,10522.81,4605880000
"Jun 01, 2001",10913.57,11196.53,10394.72,10502.4,10502.4,4914500000
"May 01, 2001",10734.05,11350.05,10673.22,10911.94,10911.94,4518100000
"Apr 01, 2001",9877.16,10906.41,9375.72,10734.97,10734.97,5241100000
"Mar 01, 2001",10493.25,10859.5,9106.54,9878.78,9878.78,6086470000
"Feb 01, 2001",10884.82,11035.14,10294.01,10495.28,10495.28,4164820000
"Jan 01, 2001",10790.92,11028,10468.04,10887.36,10887.36,5825960000
"Dec 01, 2000",10416.76,10917.68,10299.21,10787.99,10787.99,5202580000
"Nov 01, 2000",10966.21,11006.5,10292.39,10414.49,10414.49,4680310000
"Oct 01, 2000",10659.06,10995.41,9654.64,10971.14,10971.14,6254820000
"Sep 01, 2000",11219.54,11401.19,10567.32,10650.92,10650.92,4639930000
"Aug 01, 2000",10523.81,11319.06,10516.76,11215.1,11215.1,3620730000
"Jul 01, 2000",10450.36,10874.63,10393.09,10521.98,10521.98,3248880000
"Jun 01, 2000",10532.27,10863,10335.46,10447.89,10447.89,3823590000
"May 01, 2000",10749.42,10971.24,10258.81,10522.33,10522.33,3816980000
"Apr 01, 2000",10863.28,11425.45,10201.53,10733.91,10733.91,4049750000
"Mar 01, 2000",10128.11,11234.65,9731.81,10921.92,10921.92,4754630000
"Feb 01, 2000",10937.74,11118.93,9836.06,10128.31,10128.31,3661120000
"Jan 01, 2000",11501.85,11750.28,10701.64,10940.53,10940.53,3854530000
